candidate,gender,party,count,transfer,total,condition,constituency_x,quota,seats,constituency_y
"Geraghty, Declan",M,Independent Ireland,6,545.0,6067.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,6,40.0,3832.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,6,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,6,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,6,31.0,3011.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,6,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,6,279.0,8887.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,6,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,6,47.0,4313.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,6,110.0,5786.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,6,-1865.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,7,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,7,-361.0,10843.0,Elected,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,7,41.0,10712.0,Continuing,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,7,225.0,6292.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,7,11.0,3843.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,7,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,7,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,7,4.0,3015.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,7,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,7,27.0,8914.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,7,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,7,11.0,4324.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,7,42.0,5828.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,7,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,8,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,8,0.0,10843.0,Elected,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,8,537.0,11249.0,Elected,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,8,154.0,6446.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,8,1122.0,4965.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,8,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,8,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,8,-3015.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,8,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,8,123.0,9037.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,8,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,8,445.0,4769.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,8,539.0,6367.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,8,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,9,0.0,10843.0,Elected,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,9,-406.0,10843.0,Elected,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,9,31.0,6477.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,9,135.0,5100.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,9,43.0,9080.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,9,117.0,4886.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,9,80.0,6447.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,9,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,10,0.0,10843.0,Elected,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,10,0.0,10843.0,Elected,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,10,646.0,7123.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,10,1491.0,6591.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,10,422.0,9502.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,10,-4886.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,10,1087.0,7534.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,10,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,11,0.0,10843.0,Elected,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,11,0.0,10843.0,Elected,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,11,458.0,7581.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,11,-6591.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,11,576.0,10078.0,Elected,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,11,4023.0,11557.0,Elected,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,11,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Aherne, Esther",F,Independent Ireland,1,0.0,688.0,Continuing,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,1,0.0,1977.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,1,0.0,2813.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,1,0.0,636.0,Continuing,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,1,0.0,2034.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,1,0.0,720.0,Continuing,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,1,0.0,1378.0,Continuing,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,1,0.0,394.0,Continuing,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,1,0.0,1782.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,1,0.0,132.0,Continuing,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,1,0.0,8214.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,1,0.0,6133.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,1,0.0,2808.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,1,0.0,5936.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,1,0.0,965.0,Continuing,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,1,0.0,2831.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,1,0.0,2733.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,2,34.0,722.0,Continuing,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,2,47.0,2024.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,2,22.0,2835.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,2,40.0,676.0,Continuing,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,2,56.0,2090.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,2,9.0,729.0,Continuing,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,2,14.0,1392.0,Continuing,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,2,-394.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,2,29.0,1811.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,2,-132.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,2,68.0,8282.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,2,57.0,6190.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,2,33.0,2841.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,2,24.0,5960.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,2,11.0,976.0,Continuing,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,2,32.0,2863.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,2,21.0,2754.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,3,53.0,775.0,Continuing,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,3,60.0,2084.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,3,27.0,2862.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,3,-676.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,3,73.0,2163.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,3,58.0,787.0,Continuing,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,3,31.0,1423.0,Continuing,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,3,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,3,11.0,1822.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,3,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,3,50.0,8332.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,3,26.0,6216.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,3,78.0,2919.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,3,61.0,6021.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,3,22.0,998.0,Continuing,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,3,24.0,2887.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,3,70.0,2824.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,4,-775.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,4,207.0,2291.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,4,35.0,2897.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,4,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,4,109.0,2272.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,4,20.0,807.0,Continuing,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,4,36.0,1459.0,Continuing,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,4,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,4,18.0,1840.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,4,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,4,70.0,8402.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,4,25.0,6241.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,4,47.0,2966.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,4,32.0,6053.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,4,61.0,1059.0,Continuing,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,4,44.0,2931.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,4,19.0,2843.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,5,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,5,18.0,2309.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,5,7.0,2904.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,5,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,5,32.0,2304.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,5,-807.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,5,84.0,1543.0,Continuing,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,5,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,5,42.0,1882.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,5,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,5,24.0,8426.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,5,9.0,6250.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,5,339.0,3305.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,5,131.0,6184.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,5,12.0,1071.0,Continuing,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,5,11.0,2942.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,5,71.0,2914.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,6,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,6,365.0,2674.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,6,10.0,2914.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,6,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,6,269.0,2573.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,6,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,6,21.0,1564.0,Continuing,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,6,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,6,11.0,1893.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,6,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,6,97.0,8523.0,Elected,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,6,10.0,6260.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,6,14.0,3319.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,6,121.0,6305.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,6,-1071.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,6,7.0,2949.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,6,23.0,2937.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,7,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,7,62.0,2736.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,7,12.0,2926.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,7,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,7,51.0,2624.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,7,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,7,-1564.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,7,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,7,36.0,1929.0,Continuing,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,7,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,7,0.0,8523.0,Elected,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,7,24.0,6284.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,7,130.0,3449.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,7,1115.0,7420.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,7,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,7,33.0,2982.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,7,54.0,2991.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,8,50.0,2786.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,8,156.0,3082.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,8,53.0,2677.0,Continuing,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,8,-1929.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,8,0.0,8523.0,Elected,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,8,316.0,6600.0,Continuing,Limerick City,8435,4,Limerick City
"O'Donovan, Elisa",F,Social Democrats,8,376.0,3825.0,Continuing,Limerick City,8435,4,Limerick City
"Quinlivan, Maurice",M,Sinn Féin,8,108.0,7528.0,Continuing,Limerick City,8435,4,Limerick City
"Quinn, Dean",M,The Irish People,8,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Ryan, Dee",F,Fianna Fáil,8,240.0,3222.0,Continuing,Limerick City,8435,4,Limerick City
"Sheehan, Conor",M,Labour Party,8,558.0,3549.0,Continuing,Limerick City,8435,4,Limerick City
"Aherne, Esther",F,Independent Ireland,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Beasley, Sarah",F,Aontú,9,550.0,3336.0,Continuing,Limerick City,8435,4,Limerick City
"Byrne, Maria",F,Fine Gael,9,91.0,3173.0,Continuing,Limerick City,8435,4,Limerick City
"Cleary, Melanie",F,Non-party,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Daly, Frankie",M,Non-party,9,-2677.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Fahy, Ruairí",M,People Before Profit-Solidarity,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Gavan, Paul",M,Sinn Féin,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Hayes, Michelle",F,Non-party,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Leddin, Brian",M,Green Party,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"Lillis, Dean",M,Non-party,9,0.0,0.0,Eliminated,Limerick City,8435,4,Limerick City
"O'Dea, Willie",M,Fianna Fáil,9,0.0,8523.0,Elected,Limerick City,8435,4,Limerick City
"O'Donnell, Kieran",M,Fine Gael,9,182.0,6782.0,Continuing,Limerick City,8435,4,Limerick City
